NAMA SEKOLAH,NPSN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI
SMAS NASIONAL,20247286,Sekeloa,Kec. Coblong,Kota Bandung,40134,-6.8903,107.6266,SWASTA,A
SMAS NUGRAHA BANDUNG,20219786,Ciseureuh,Kec. Regol,Kota Bandung,40255,-6.9513,107.6115,SWASTA,A
SMAS NUSANTARA,20219785,Kopo,Kec. Bojong Loa Kaler,Kota Bandung,40233,-6.9419,107.592,SWASTA,A
SMAS NUSANTARA 1,20219771,Ledeng,Kec. Cidadap,Kota Bandung,40143,-6.8645,107.5943,SWASTA,B
SMAS PAHLAWAN TOHA,20219770,Suka Asih,Kec. Bojong Loa Kaler,Kota Bandung,40233,-6.9363,107.5923,SWASTA,A
SMAS PASUNDAN 1 BANDUNG,20219767,Balong Gede,Kec. Regol,Kota Bandung,40251,-6.9237,107.6075,SWASTA,A
SMAS PASUNDAN 2 BANDUNG,20219766,Cipaganti,Kec. Coblong,Kota Bandung,40131,-6.8904,107.6041,SWASTA,A
SMAS PASUNDAN 3 BANDUNG,20219765,KEBON JERUK,Kec. Andir,Kota Bandung,40181,-6.9162,107.601,SWASTA,A
SMAS PASUNDAN 4 BANDUNG,20219764,Cijerah,Kec. Bandung Kulon,Kota Bandung,40213,-6.9156,107.5704,SWASTA,A
SMAS PASUNDAN 5 BANDUNG,20219763,Sarijadi,Kec. Sukasari,Kota Bandung,40151,-6.8795,107.5789,SWASTA,B
SMAS PASUNDAN 7 BANDUNG,20219773,Kebon Jeruk,Kec. Andir,Kota Bandung,40181,-6.9162,107.601,SWASTA,A
SMAS PASUNDAN 8 BANDUNG,20219774,Cipaganti,Kec. Coblong,Kota Bandung,40131,-6.891,107.6041,SWASTA,A
SMAS PASUNDAN 9 BANDUNG,20253086,Kopo,Kec. Bojong Loa Kaler,Kota Bandung,40233,-6.9425,107.5851,SWASTA,B
SMAS PELITA BANGSA,20219784,Karasak,Kec. Astanaanyar,Kota Bandung,40243,-6.942413,107.607858,SWASTA,A
SMAS PGRI 1 BANDUNG,20219780,Sukagalih,Kec. Sukajadi,Kota Bandung,40163,-6.8918,107.59,SWASTA,A
SMAS PGRI 2,20219779,MARGASARI,Kec. Buahbatu,Kota Bandung,40286,-6.952,107.6473,SWASTA,A
SMAS PGRI 3,20265521,Cigending,Kec. Ujungberung,Kota Bandung,40611,-6.9111,107.6923,SWASTA,A
SMAS PLUS AL GHIFARI BANDUNG,20219776,Cisaranten Kulon,Kec. Arcamanik,Kota Bandung,40293,-6.922,107.6857,SWASTA,A
SMAS PLUS MUTHAHHARI,20219775,Babakan Sari,Kec. Kiaracondong,Kota Bandung,40283,-6.9231,107.6507,SWASTA,A
SMAS PLUS PARIWISATA,20265522,Cibaduyut Kidul,Kec. Bojong Loa Kidul,Kota Bandung,40239,-6.9584,107.5914,SWASTA,A
SMAS PMB,20219762,Sindang Jaya,Kec. Mandalajati,Kota Bandung,40195,-6.9035,107.6803,SWASTA,A
SMAS PRIBADI,20253836,Neglasari,Kec. Cibeunying Kaler,Kota Bandung,40124,-6.8992,107.6405,SWASTA,B
SMAS PURAGABAYA,20219521,Sukabungah,Kec. Sukajadi,Kota Bandung,40162,-6.8958,107.5922,SWASTA,A
SMAS RAJAWALI,20219267,Ciroyom,Kec. Andir,Kota Bandung,40182,-6.9132,107.5838,SWASTA,B
SMAS REHOBOTH,20219793,Balong Gede,Kec. Regol,Kota Bandung,40215,-6.9252,107.6058,SWASTA,A
SMAS SEBELAS MARET,20219261,Ciseureuh,Kec. Regol,Kota Bandung,40255,-6.9472,107.6114,SWASTA,A
SMAS ST ANGELA,20219266,Babakan Ciamis,Kec. Sumur Bandung,Kota Bandung,40117,-6.9126,107.611,SWASTA,A
SMAS ST MARIA 1 BANDUNG,20219265,Cihapit,Kec. Bandung Wetan,Kota Bandung,40114,-6.9114,107.6315,SWASTA,A
SMAS SUMATRA 40-1,20247281,Cihaurgeulis,Kec. Cibeunying Kaler,Kota Bandung,40122,-6.9001,107.6337,SWASTA,A
SMAS SWADAYA BANDUNG,20219259,Jamika,Kec. Bojong Loa Kaler,Kota Bandung,40231,-6.9262,107.5881,SWASTA,A
SMAS TAMAN SISWA BANDUNG,20219268,Malabar,Kec. Lengkong,Kota Bandung,40262,-6.9288,107.6203,SWASTA,A
SMAS TARUNA BAKTI,20219269,Citarum,Kec. Bandung Wetan,Kota Bandung,40115,-6.9062,107.6187,SWASTA,A
SMAS TRI MULIA,20219792,Pajajaran,Kec. Cicendo,Kota Bandung,40173,-6.8962,107.5894,SWASTA,A
SMAS TRINITAS BANDUNG,20219279,Ciroyom,Kec. Andir,Kota Bandung,40182,-6.9167,107.593,SWASTA,A
SMAS YAHYA,20219791,Citarum,Kec. Bandung Wetan,Kota Bandung,40115,-6.9055,107.618,SWASTA,A
SMAS YAS BANDUNG,20219277,Sukapada,Kec. Cibeunying Kidul,Kota Bandung,40125,-6.9007602,107.6468211,SWASTA,A
SMAS YPI,20219274,Pamoyanan,Kec. Cicendo,Kota Bandung,40173,-6.9016,107.5953,SWASTA,B
SMAS YPKKP BANDUNG,20219273,Cijerah,Kec. Bandung Kulon,Kota Bandung,40213,-6.9273,107.5654,SWASTA,A
SMAS YPS,20219275,Kebon Lega,Kec. Bojong Loa Kidul,Kota Bandung,40235,-6.9502,107.5878,SWASTA,B
SMAS YWKA,20219272,Garuda,Kec. Andir,Kota Bandung,40184,-6.914,107.576,SWASTA,A
SMAN 1 BANJAR,20225279,Banjar,Kec. Banjar,Kota Banjar,46311,-7.371295,108.526683,NEGERI,A
SMAN 2 BANJAR,20225280,Langensari,Kec. Langensari,Kota Banjar,46341,-7.3507,108.6361,NEGERI,A
SMAN 3 BANJAR,20225278,Banjar,Kec. Banjar,Kota Banjar,46311,-7.371153,108.525928,NEGERI,A
SMAS AL AZHAR,20225276,Kujangsari,Kec. Langensari,Kota Banjar,46324,-7.3847,108.6032,SWASTA,B
SMA NEGERI 20 KOTA BEKASI,69952197,Harapan Jaya,Kec. Bekasi Utara,Kota Bekasi,17124,-6.2009,106.9901,NEGERI,B
SMA NEGERI 21 KOTA BEKASI,69950346,Jatimakmur,Kec. Pondokgede,Kota Bekasi,17423,-6.3015,106.9717,NEGERI,B
SMAN 1 BEKASI,20223020,Bekasi Jaya,Kec. Bekasi Timur,Kota Bekasi,17112,-6.2268,107.011,NEGERI,A
SMAN 10 BEKASI,20223019,Pejuang,Kec. Medan Satria,Kota Bekasi,17131,-6.1761,106.9811,NEGERI,A
SMAN 11 BEKASI,20223032,Jatisari,Kec. Jatiasih,Kota Bekasi,17426,-6.3437,106.9399,NEGERI,A
SMAN 12 BEKASI,20231718,Kranji,Kec. Bekasi Barat,Kota Bekasi,17135,-6.2224,106.9727,NEGERI,A
SMAN 13 BEKASI,20231719,Pengasinan,Kec. Rawalumbu,Kota Bekasi,17115,-6.2681,107.0049,NEGERI,A
SMAN 14 BEKASI,20231720,Kaliabang Tengah,Kec. Bekasi Utara,Kota Bekasi,17125,-6.1971,107.0086,NEGERI,A
SMAN 15 BEKASI,20252519,Ciketingudik,Kec. Bantargebang,Kota Bekasi,17153,-6.3488,106.9798,NEGERI,A
SMAN 16 BEKASI,20275048,Jatimelati,Kec. Pondok Melati,Kota Bekasi,17413,-6.3107,106.9316,NEGERI,A
SMAN 17 BEKASI,20276429,Jaka Mulya,Kec. Bekasi Selatan,Kota Bekasi,17146,-6.2703,106.9638,NEGERI,A
SMAN 18 BEKASI,69760562,Aren Jaya,Kec. Bekasi Timur,Kota Bekasi,17111,-6.2376,107.036,NEGERI,A
SMAN 19 KOTA BEKASI,69972531,Padurenan,Kec. Mustika Jaya,Kota Bekasi,17156,-6.3105,106.9997,NEGERI,A
SMAN 2 BEKASI,20223033,Kayuringin Jaya,Kec. Bekasi Selatan,Kota Bekasi,17144,-6.2407,106.9913,NEGERI,A
SMAN 22 KOTA BEKASI,69973604,Cikiwul,Kec. Bantargebang,Kota Bekasi,17151,-6.3365,106.9913,NEGERI,B
SMAN 3 BEKASI,20223046,Pekayon Jaya,Kec. Bekasi Selatan,Kota Bekasi,17148,-6.266,106.9752,NEGERI,A
SMAN 4 BEKASI,20223045,Harapan Jaya,Kec. Bekasi Utara,Kota Bekasi,17124,-6.2134,106.9832,NEGERI,A
SMAN 5 BEKASI,20223044,Jatiwaringin,Kec. Pondokgede,Kota Bekasi,17411,-6.2738,106.9222,NEGERI,A
SMAN 6 BEKASI,20223043,Jatirasa,Kec. Jatiasih,Kota Bekasi,17423,-6.2811,106.9739,NEGERI,A
SMAN 7 BEKASI,20223042,Jatisampurna,Kec. Jati Sampurna,Kota Bekasi,17433,-6.3665,106.9215,NEGERI,A
SMAN 8 BEKASI,20223041,Pekayon Jaya,Kec. Bekasi Selatan,Kota Bekasi,17148,-6.2658,106.9824,NEGERI,A
SMAN 9 BEKASI,20223040,Mustika Jaya,Kec. Mustika Jaya,Kota Bekasi,17158,-6.2949,107.0307,NEGERI,A
SMA ALEXANDRIA ISLAMIC SCHOOL,69893852,Pengasinan,Kec. Rawalumbu,Kota Bekasi,-,-6.280793,107.00334,SWASTA,A
SMA Al-Mubaarok,70028846,Jatirasa,Kec. Jatiasih,Kota Bekasi,17424,-6.2854,106.9698,SWASTA,Belum/Tidak Terakreditasi
SMA BINA NUSANTARA BEKASI,69989441,Padurenan,Kec. Mustika Jaya,Kota Bekasi,17156,-6.3254,106.9907,SWASTA,A
SMA GALAJUARA,69856209,Kaliabang Tengah,Kec. Bekasi Utara,Kota Bekasi,17125,-6.1789,106.9995,SWASTA,B
SMA HIGHFIELD,70026922,Bojong Menteng,Kec. Rawalumbu,Kota Bekasi,17117,-6.2961,106.9932,SWASTA,A
SMA INKLUSI SCHOOL OF HUMAN,69966915,Jatisampurna,Kec. Jati Sampurna,Kota Bekasi,17433,-6.368011,106.920407,SWASTA,A
SMA Intelligentsia Nurul Ilmi Secondary School,70027929,Mustika Sari,Kec. Mustika Jaya,Kota Bekasi,17157,-6.2996,107.0038,SWASTA,A
SMA ISLAM AL-AZHAR 8,69774555,Marga Mulya,Kec. Bekasi Utara,Kota Bekasi,17142,-6.2097,107.013,SWASTA,A
SMA ISLAM AL-FAJAR,69886285,Jatirasa,Kec. Jatiasih,Kota Bekasi,17424,-6.3034,106.9691,SWASTA,A
SMA IT AL MUCHTAR,69856205,Perwira,Kec. Bekasi Utara,Kota Bekasi,17122,-6.2026,107.0141,SWASTA,A
SMA IT INSAN MANDIRI,69856206,Jatikarya,Kec. Jati Sampurna,Kota Bekasi,17435,-6.3799,106.9126,SWASTA,A
SMA KRISTEN PENABUR SUMMARECON BEKASI,69870886,Marga Mulya,Kec. Bekasi Utara,Kota Bekasi,17142,-6.2273,107.0052,SWASTA,A
SMA KRISTEN SAINT JOHN,69864697,Medan Satria,Kec. Medan Satria,Kota Bekasi,17131,-6.208198,106.977053,SWASTA,A
SMA MUHAMMADIYAH 9 BEKASI,20223071,Bekasi Jaya,Kec. Bekasi Timur,Kota Bekasi,17112,-6.2369,107.0076,SWASTA,A
SMA PAPAN RAUDHOTUL JANNAH,70033727,Jatiluhur,Kec. Jatiasih,Kota Bekasi,17425,-6.3147,106.9537,SWASTA,B
SMA PERGURUAN ADVENT XIV BEKASI,69947164,Margahayu,Kec. Bekasi Timur,Kota Bekasi,17113,-6.2567,107.013,SWASTA,B
SMA PGRI 2 KOTA BEKASI,20231724,Marga Mulya,Kec. Bekasi Utara,Kota Bekasi,17142,-6.221,107.0043,SWASTA,A
SMA QUANTUM INDONESIA,69856208,Jatikarya,Kec. Jati Sampurna,Kota Bekasi,17435,-6.390949,106.92012,SWASTA,A
SMA Royal Wells High School,69759856,Jaka Sampurna,Kec. Bekasi Barat,Kota Bekasi,17145,-6.2314,106.9823,SWASTA,A
SMA SANTA LUSIA BEKASI,69950694,Pengasinan,Kec. Rawalumbu,Kota Bekasi,17115,-6.2868579,106.9998872,SWASTA,A
SMA STRADA BHAKTI WIYATA,70006118,Kranji,Kec. Bekasi Barat,Kota Bekasi,17135,-6.2327,106.9693,SWASTA,A
SMA SULTHON AULIA BOARDING SCHOOL,69830492,Jaticempaka,Kec. Pondokgede,Kota Bekasi,17411,-6.2616,106.9048,SWASTA,A
SMA TAHFIZH NURJAMILAH,69900732,Kranji,Kec. Bekasi Barat,Kota Bekasi,17135,-6.234,106.9711,SWASTA,B
SMA UNITY SCHOOL,69873998,Jaka Setia,Kec. Bekasi Selatan,Kota Bekasi,17147,-6.2695,106.9668,SWASTA,A
SMAIT ALMARJAN,69820147,Jatikramat,Kec. Jatiasih,Kota Bekasi,17421,-6.281,106.9399,SWASTA,B
SMAS AL IHSAN,20223059,Kayuringin Jaya,Kec. Bekasi Selatan,Kota Bekasi,17144,-6.2463,106.9867,SWASTA,B
SMAS AL MUHADJIRIN,20223060,Aren Jaya,Kec. Bekasi Timur,Kota Bekasi,17111,-6.2972,106.9322,SWASTA,A
SMAS ANANDA,20231704,Duren Jaya,Kec. Bekasi Timur,Kota Bekasi,17111,-6.2332,107.0219,SWASTA,A
SMAS AR RIDWAN,20252515,Jatiluhur,Kec. Jatiasih,Kota Bekasi,17425,-6.3168,106.9521,SWASTA,A
SMAS ATTAQWA,20223058,Pejuang,Kec. Medan Satria,Kota Bekasi,17131,-6.1974,106.9875,SWASTA,A
SMAS BANI SALEH,20252595,Bekasi Jaya,Kec. Bekasi Timur,Kota Bekasi,17112,-6.2457,107.0117,SWASTA,A
SMAS BINA SISWA UTAMA,20223057,Kota Baru,Kec. Bekasi Barat,Kota Bekasi,17139,-6.2096,106.9691,SWASTA,B
SMAS BINA TUNGGAL,20252521,Medan Satria,Kec. Medan Satria,Kota Bekasi,17132,-6.2097,106.9772,SWASTA,B
SMAS CINDERA MATA,20252516,Pejuang,Kec. Medan Satria,Kota Bekasi,17131,-6.1739,106.9784,SWASTA,A
SMAS DARUT TAUBAH,20251864,Harapan Jaya,Kec. Bekasi Utara,Kota Bekasi,17124,-6.214,106.9858,SWASTA,B
SMAS DAYA UTAMA,20252514,Mustika Jaya,Kec. Mustika Jaya,Kota Bekasi,17158,-6.2981,107.0326,SWASTA,A
SMAS DHARMA PUTRA ADVENT,69759206,Jaka Sampurna,Kec. Bekasi Barat,Kota Bekasi,17145,-6.2384,106.9698,SWASTA,A
SMAS FLORA,20231709,Harapan Jaya,Kec. Bekasi Utara,Kota Bekasi,17125,-6.1738559,107.0042238,SWASTA,B
SMAS FUTURE GATE,20280604,Jatiasih,Kec. Jatiasih,Kota Bekasi,17423,-6.2851,106.9666,SWASTA,A
SMAS GALATIA,20223054,Pejuang,Kec. Medan Satria,Kota Bekasi,17131,-6.1929,106.996,SWASTA,A
SMAS GEMA ISLAMI,20253245,Jatikramat,Kec. Jatiasih,Kota Bekasi,17421,-6.3142,106.958,SWASTA,B
SMAS GLOBAL PERSADA MANDIRI,69774554,Bekasi Jaya,Kec. Bekasi Timur,Kota Bekasi,17112,-6.2244,107.0176,SWASTA,A
SMAS GLOBAL PRESTASI,20246730,Jaka Sampurna,Kec. Bekasi Barat,Kota Bekasi,17145,-6.2487,106.9617,SWASTA,A
SMAS HANDAYANI,20223053,Jatimurni,Kec. Pondok Melati,Kota Bekasi,17431,-6.3419,106.9233,SWASTA,C
SMAS HUTAMA,20223052,Jatirahayu,Kec. Pondok Melati,Kota Bekasi,17414,-6.289158,106.915626,SWASTA,A
SMAS ISLAM AL-AZHAR 4,20253167,Bojong Rawalumbu,Kec. Rawalumbu,Kota Bekasi,17116,-6.276,106.9892,SWASTA,A
SMAS ISLAM AL-AZHAR HARAPAN INDAH,69786316,Pejuang,Kec. Medan Satria,Kota Bekasi,17131,-6.1836,106.9944,SWASTA,A
SMAS ISLAM AN NUR,20253848,Perwira,Kec. Bekasi Utara,Kota Bekasi,17122,-6.2064,107.0132,SWASTA,A
SMAS ISLAM ASSYAFIIYAH 02,20231710,Jaticempaka,Kec. Pondokgede,Kota Bekasi,17411,-6.2718,106.9201,SWASTA,A
SMAS ISLAM DARUL ABROR,20231711,Jatiraden,Kec. Jati Sampurna,Kota Bekasi,17433,-6.351,106.9246,SWASTA,B
SMAS ISLAM DARUSALAM,20231708,Jaka Mulya,Kec. Bekasi Selatan,Kota Bekasi,17146,-6.2569383,106.961295,SWASTA,A
SMAS ISLAM PANGLIMA BESAR SOEDIRMAN,20223067,Jaka Setia,Kec. Bekasi Selatan,Kota Bekasi,17147,-6.2591333,106.97232,SWASTA,A
SMAS IT GEMA NURANI,20252518,Kaliabang Tengah,Kec. Bekasi Utara,Kota Bekasi,17125,-6.1796,106.9992,SWASTA,A
SMAS IT YAPIDH,20223063,Jatiluhur,Kec. Jatiasih,Kota Bekasi,17425,-6.3045,106.9593,SWASTA,A
SMAS KORPRI,20223064,Bekasi Jaya,Kec. Bekasi Timur,Kota Bekasi,17112,-6.2318,107.0118,SWASTA,A
SMAS KRISTEN PENABUR HARAPAN INDAH,20253599,Pejuang,Kec. Medan Satria,Kota Bekasi,17131,-6.1881,106.9807,SWASTA,A
SMAS LABSCHOOL CIBUBUR,20276416,Jatiranggon,Kec. Jati Sampurna,Kota Bekasi,17432,-6.3432,106.9253,SWASTA,A
SMAS MAHANAIM,20231714,Sepanjang Jaya,Kec. Rawalumbu,Kota Bekasi,17114,-6.259,107.0004,SWASTA,A
SMAS MALIDAR,20223077,Jatirasa,Kec. Jatiasih,Kota Bekasi,17424,-6.2584,106.991,SWASTA,A
SMAS MANDALAHAYU,20223076,Margahayu,Kec. Bekasi Timur,Kota Bekasi,17113,-6.2587,107.0168,SWASTA,A
SMAS MARSUDIRINI,20223075,Bojong Rawalumbu,Kec. Rawalumbu,Kota Bekasi,17116,-6.2769,106.9915,SWASTA,A
SMAS MARTIA BHAKTI,20223074,Kayuringin Jaya,Kec. Bekasi Selatan,Kota Bekasi,17144,-6.2328,106.9875,SWASTA,A
SMAS METROPOLITAN,20223073,Kranji,Kec. Bekasi Barat,Kota Bekasi,17135,-6.2302,106.976,SWASTA,B
SMAS MUDI AL AZIZIYYAH,20223072,Jatimekar,Kec. Jatiasih,Kota Bekasi,17422,-6.2586,106.9861,SWASTA,B
SMAS MUTIARA 17 AGUSTUS,20231715,Teluk Pucung,Kec. Bekasi Utara,Kota Bekasi,17121,-6.2125,107.0311,SWASTA,A
SMAS MUTIARA BARU,20231716,Sepanjang Jaya,Kec. Rawalumbu,Kota Bekasi,17114,-6.255,107.0128,SWASTA,A
SMAS NASIONAL 1,20231717,Jatirahayu,Kec. Pondok Melati,Kota Bekasi,17414,-6.2952,106.9184,SWASTA,A
SMAS PANGERAN JAYAKARTA,20223069,Harapan Mulya,Kec. Medan Satria,Kota Bekasi,17143,-6.2257,106.9865,SWASTA,C
SMAS PANGUDI LUHUR II,20223068,Jatimurni,Kec. Pondok Melati,Kota Bekasi,17431,-6.3103,106.9317,SWASTA,A
SMAS PATRIOT BEKASI,20231721,Kali Baru,Kec. Medan Satria,Kota Bekasi,17133,-6.2213,106.9767,SWASTA,A
SMAS PAX PATRIAE,20231722,Jaka Setia,Kec. Bekasi Selatan,Kota Bekasi,17147,-6.2691183,106.9735517,SWASTA,A
SMAS PGRI 1 BEKASI,20223066,Duren Jaya,Kec. Bekasi Timur,Kota Bekasi,17111,-6.2339,107.0202,SWASTA,A
SMAS PLUS TERATAI PUTIH,20231726,Mustika Jaya,Kec. Mustika Jaya,Kota Bekasi,17310,-6.3084,107.0332,SWASTA,A
SMAS PUTRA HARAPAN,20223049,Kayuringin Jaya,Kec. Bekasi Selatan,Kota Bekasi,17144,-6.2342,106.982,SWASTA,B
SMAS SANDIKTA,20223047,Jatirahayu,Kec. Pondok Melati,Kota Bekasi,17414,-6.3,106.9237,SWASTA,A
SMAS SANTA MARIA MONICA,20223031,Duren Jaya,Kec. Bekasi Timur,Kota Bekasi,17111,-6.2328137,107.0235757,SWASTA,A
SMAS ST BELLARMINUS,20231725,Jatikramat,Kec. Jatiasih,Kota Bekasi,17412,-6.2737,106.937,SWASTA,A
SMAS SYARIF HIDAYATULLAH,20223030,Jaka Setia,Kec. Bekasi Selatan,Kota Bekasi,17148,-6.2745,106.9805,SWASTA,B
SMAS TAMAN HARAPAN 1,20223029,Pejuang,Kec. Medan Satria,Kota Bekasi,17131,-6.1788,106.993,SWASTA,A
SMAS TAMAN HARAPAN 2,20254075,Harapan Jaya,Kec. Bekasi Utara,Kota Bekasi,17124,-6.2078,106.9955,SWASTA,A
SMAS TAMAN SISWA BEKASI,20223028,Pengasinan,Kec. Rawalumbu,Kota Bekasi,17115,-6.2637,107.0056,SWASTA,A
SMAS TOGA TERANG,20223027,Bintara Jaya,Kec. Bekasi Barat,Kota Bekasi,17136,-6.2419,106.9454,SWASTA,B
SMAS TULUS BHAKTI,20223025,Jatiasih,Kec. Jatiasih,Kota Bekasi,17423,-6.2912,106.9638,SWASTA,A
SMAS TUNAS JAKA SAMPURNA,20223024,Jaka Setia,Kec. Bekasi Selatan,Kota Bekasi,17147,-6.2614017,106.96807,SWASTA,A
SMAS VICTORY PLUS,20257330,Bojong Rawalumbu,Kec. Rawalumbu,Kota Bekasi,17116,-6.2775,106.9895,SWASTA,A
SMAS WIDYA NUSANTARA,20252520,Bojong Rawalumbu,Kec. Rawalumbu,Kota Bekasi,17116,-6.277,106.9992,SWASTA,A
SMAS YADIKA 11 BEKASI,20253915,Jatirangga,Kec. Jati Sampurna,Kota Bekasi,17434,-6.3691,106.9354,SWASTA,A
SMAS YADIKA 4,20231727,Jaticempaka,Kec. Pondokgede,Kota Bekasi,17411,-6.2647,106.9149,SWASTA,A
SMAS YADIKA 9,20252421,Bintara Jaya,Kec. Bekasi Barat,Kota Bekasi,17136,-6.2427,106.948,SWASTA,A
SMAS YASFI,20223022,Jatimurni,Kec. Pondok Melati,Kota Bekasi,17431,-6.3276,106.932,SWASTA,A
SMAS YATAMA,20231728,Jaticempaka,Kec. Pondokgede,Kota Bekasi,17411,-6.2682,106.9246,SWASTA,B
SMAN 1 BOGOR,20220342,Paledang,Kec. Kota Bogor Tengah,Kota Bogor,16122,-6.5973,106.7933,NEGERI,A
SMAN 10 BOGOR,20220341,Curugmekar,Kec. Kota Bogor Barat,Kota Bogor,16113,-6.5598,106.7653,NEGERI,A
SMAN 2 BOGOR,20238516,Sukaresmi,Kec. Tanah Sareal,Kota Bogor,16165,-6.5546,106.7943,NEGERI,A
SMAN 3 BOGOR,20220332,Baranangsiang,Kec. Kota Bogor Timur,Kota Bogor,16143,-6.6073,106.8111,NEGERI,A
SMAN 4 BOGOR,20220334,Empang,Kec. Kota Bogor Selatan,Kota Bogor,16132,-6.6163,106.8006,NEGERI,A
SMAN 5 BOGOR,20238517,Menteng,Kec. Kota Bogor Barat,Kota Bogor,16111,-6.5854,106.784,NEGERI,A
SMAN 6 BOGOR,20220335,Tanahsareal,Kec. Tanah Sareal,Kota Bogor,16161,-6.5725,106.7991,NEGERI,A
SMAN 7 BOGOR,20220336,Tegalgundil,Kec. Kota Bogor Utara,Kota Bogor,16152,-6.5777,106.8141,NEGERI,A
SMAN 8 BOGOR,20220337,Ciparigi,Kec. Kota Bogor Utara,Kota Bogor,16157,-6.5451,106.8201,NEGERI,A
SMAN 9 BOGOR,20220338,Ciwaringin,Kec. Kota Bogor Tengah,Kota Bogor,16124,-6.5927,106.7885,NEGERI,A
SMA BINTANG PELAJAR ISLAMIC BOARDING SCHOOL,70037404,Kedungjaya,Kec. Tanah Sareal,Kota Bogor,16164,-6.5609,106.7879,SWASTA,Belum/Tidak Terakreditasi
SMA CAHAYA RANCAMAYA,69883254,Bojongkerta,Kec. Kota Bogor Selatan,Kota Bogor,16139,-6.6653167,106.8354433,SWASTA,A
SMA DAAR EN NISA ISLAMIC SCHOOL BOGOR,69949664,Kedungbadak,Kec. Tanah Sareal,Kota Bogor,16164,-6.5587,106.7921,SWASTA,A
SMA DASA SEMESTA,69883219,Ranggamekar,Kec. Kota Bogor Selatan,Kota Bogor,16135,-6.631905,106.8054467,SWASTA,B
SMA NURAIDA ISLAMIC BOARDING SCHOOL,69991233,Cimahpar,Kec. Kota Bogor Utara,Kota Bogor,16155,-6.5861375,106.823723,SWASTA,A
SMAIT INSANTAMA PLUS,60726806,Gunungbatu,Kec. Kota Bogor Barat,Kota Bogor,16118,-6.5926,106.7705,SWASTA,A
SMAS  PERGURUAN ADVENT BOGOR,69855412,Sukasari,Kec. Kota Bogor Timur,Kota Bogor,16142,-6.619565,106.815491,SWASTA,B
SMAS AL AZHAR PLUS,20220546,Sindangbarang,Kec. Kota Bogor Barat,Kota Bogor,16117,-6.5804,106.7619,SWASTA,A
SMAS AL GHAZALY,20220545,Kebonkelapa,Kec. Kota Bogor Tengah,Kota Bogor,16125,-6.5894,106.785,SWASTA,A
SMAS ANANDA,20220547,Batutulis,Kec. Kota Bogor Selatan,Kota Bogor,16134,-6.6188183,106.81197,SWASTA,A
SMAS BHAKTI INSAN PERSADA,20270922,Margajaya,Kec. Kota Bogor Barat,Kota Bogor,16610,-6.5754,106.7407,SWASTA,B
SMAS BHAKTI INSANI,20220520,Batutulis,Kec. Kota Bogor Selatan,Kota Bogor,16133,-6.618865,106.810615,SWASTA,A
SMAS BINA BANGSA SEJAHTERA,20220352,Margajaya,Kec. Kota Bogor Barat,Kota Bogor,16116,-6.5705,106.7449,SWASTA,A
SMAS BINA INSANI,20220322,Sukadamai,Kec. Tanah Sareal,Kota Bogor,16165,-6.5572,106.7863,SWASTA,A
SMAS BINA SEJAHTERA,20220323,Kebonkelapa,Kec. Kota Bogor Tengah,Kota Bogor,16112,-6.5919,106.7808,SWASTA,A
SMAS BOGOR RAYA,20258093,Tanahbaru,Kec. Kota Bogor Utara,Kota Bogor,16143,-6.5971,106.8202,SWASTA,A
SMAS BPK PENABUR BOGOR,20220324,Paledang,Kec. Kota Bogor Tengah,Kota Bogor,16122,-6.6005551,106.7927685,SWASTA,A
SMAS BUDI MULIA,20220325,Paledang,Kec. Kota Bogor Tengah,Kota Bogor,16122,-6.5973,106.7931,SWASTA,A
SMAS INSAN KAMIL,20220327,Pasirjaya,Kec. Kota Bogor Barat,Kota Bogor,16119,-6.601,106.7829,SWASTA,A
SMAS ISLAM AL UMM,20238515,Sindangsari,Kec. Kota Bogor Timur,Kota Bogor,16146,-6.6485883,106.8464733,SWASTA,B
SMAS IT UMMUL QURO,69775444,Kayumanis,Kec. Tanah Sareal,Kota Bogor,16169,-6.5283,106.7719,SWASTA,A
SMAS KAMANDAKA,20220328,Tegalgundil,Kec. Kota Bogor Utara,Kota Bogor,16152,-6.5821,106.8154,SWASTA,A
SMAS KESATUAN,20220329,Baranangsiang,Kec. Kota Bogor Timur,Kota Bogor,16143,-6.6139183,106.8119467,SWASTA,A
SMAS KOSGORO,20220321,Bantarjati,Kec. Kota Bogor Utara,Kota Bogor,16153,-6.5792,106.8083,SWASTA,A
SMAS KRISTEN YPK SATU BAKTI,20220320,Ciwaringin,Kec. Kota Bogor Tengah,Kota Bogor,16124,-6.592,106.7885,SWASTA,B
SMAS MARDI YUANA,20220313,Bondongan,Kec. Kota Bogor Selatan,Kota Bogor,16131,-6.614965,106.8082517,SWASTA,A
SMAS MUHAMMADIYAH,20220314,Empang,Kec. Kota Bogor Selatan,Kota Bogor,16132,-6.5881,106.7883,SWASTA,B
SMAS PESAT,20220316,Loji,Kec. Kota Bogor Barat,Kota Bogor,16117,-6.5834,106.7681,SWASTA,A
SMAS PGRI 1,20220317,Baranangsiang,Kec. Kota Bogor Timur,Kota Bogor,16143,-6.6021,106.8117,SWASTA,A
SMAS PGRI 3,20220318,Kedungbadak,Kec. Tanah Sareal,Kota Bogor,16161,-6.5597,106.7941,SWASTA,A
